label	ComposerLast	ComposerFirst	Composer	Work	Conductor	Performed	TimesPerf	NumConcerts	CumNumConcerts	NumHSOConcerts	CumNumHSOConcerts	Decade	First Date	Date	DayMonth	Year	Soloists	Comments	Venue	ConcertType	Chorus Conductor	Season	Sponsorship	Rating
"Brahms - Schicksalslied, ""Song of Destiny"" 2014-11-20"	Brahms	Johannes	"Brahms, Johannes"	"Schicksalslied, ""Song of Destiny"""	"Orozco-Estrada, AndrÇs"	True	3	0	526	0	489	2010	11/20/2014	2014-11-20	20/22/23-Nov	2014			Houston	Classical	"Weber, Betsy"	14-15	HSO	****
Various - Bocelli 2014-12-10	Various		Various	Bocelli	"Kohn, Eugene"	False	0	0	526	0	489	2010	12/10/2014	2014-12-10	10-Dec	2014	Andrea Bocelli		Houston	Pops	"Weber, Betsy"	14-15	HSO	
Various - Very Merry Pops 2014-12-12	Various		Various	Very Merry Pops	"Krajewski, Michael"	True	5	5	531	5	494	2010	12/12/2014	2014-12-12	6/12/13/14/14-Dec	2014	"Ron Solomon (santa); narrators: Mirron Willis, Irma Diaz Gonzalez, Martin Berlanga, Trazanna Moreno"	Dec 6 Conoco Pops	Houston	Pops	"Weber, Betsy"	14-15	HSO	**
Handel - Messiah 2014-12-18	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Warren-Green, Christopher"	True	4	4	536	4	498	2010	12/18/2014	2014-12-18	18/19/20/21-Dec	2014	"Anna Devin(s), Lawrence Zazzo(ct), Barry Banks(t), Derek Welton(b-bar)"	Dec 18 Sugar Land Baptist	Houston	Classical	"Weber, Betsy"	14-15	HSO	*****
Verdi - Requiem 2015-03-20	Verdi	Giuseppe	"Verdi, Giuseppe"	Requiem	"Orozco-Estrada, AndrÇs"	True	3	3	539	3	501	2010	3/20/2015	2015-03-20	20/21/22-Mar	2015		"Amber Wagner(s), Sasha Cooke(ms), Francesco Demuro(t), Alfred Walker(b)"	Houston	Classical	"Weber, Betsy"	14-15	HSO	*****
Mahler - Symphony #3 2015-05-15	Mahler	Gustav	"Mahler, Gustav"	Symphony #3	"Orozco-Estrada, AndrÇs"	False	0	0	541	0	501	2010	5/15/2015	2015-05-15	15/16/17-May	2015		Women of the HSC	Houston	Classical	"Weber, Betsy"	14-15	HSO	
Various - HSC in Concert 2015-05-31	Various		Various	HSC in Concert	"Weber, Betsy"	True	1	1	542	0	501	2010	5/31/2015	2015-05-31	31-May	2015		"Works by Handel, Bach, Brahms, Mendelssohn, Taverner, Britten, Dove and settings of spirituals by Lawson, Parker/Shaw and Hogan.  The Chamber Chorus sang Mid-Winter Songs by Lauridsen."	Houston	Classical	"Weber, Betsy"	14-15	Independent	****
Orff - Carmina Burana 2015-07-17	Orff	Carl	"Orff, Carl"	Carmina Burana	"Orozco-Estrada, AndrÇs"	False	0	0	542	0	501	2010	7/17/2015	2015-07-17	17/18-Jul	2015		"HSO joined by Filarm¢nica Joven de Colombia (Columbia Youth Philharmonic), Houston high school singers and  Houston Childrens Chorus"	Houston	Classical	"Weber, Betsy"	15-16	HSO	
Schumann - The Pilgrimage of the Rose 2015-10-01	Schumann	Robert	"Schumann, Robert"	The Pilgrimage of the Rose	"Orozco-Estrada, AndrÇs"	True	2	2	545	2	503	2010	10/1/2015	2015-10-01	1/4-Oct	2015	"Yulia Van Doren(s), Elizabeth Toy Botero (s), Sofia Selowsky(ms), Brian Stucki(t), Michael Kelly(bbar), John Gallagher(bbar), Jim Johnson, Teresa Chapman(co-directors),  Barbara Niederer(costume designer), Gillian Bowen, Josh Eguia, Kara Stenz(dancers)"	Mezzo Sofia Selowski replaced Meg Bragle.  John Gallagher came out of the chorus to sing with the soloists. 	Houston	Classical	"Weber, Betsy"	15-16	HSO	*****
Kondo - Legend of Zelda: Symphony of the Goddesses - Master Quest 2015-10-22	Kondo	Koji	"Kondo, Koji"	Legend of Zelda: Symphony of the Goddesses - Master Quest	"Andersson, Amy"	False	0	0	545	0	503	2010	10/22/2015	2015-10-22	22-Oct	2015			Houston	Pops	"Weber, Betsy"	15-16	HSO	
Various - Very Merry Pops 2015-12-05	Various		Various	Very Merry Pops	"Krajewski, Michael"	True	6	6	551	6	509	2010	12/5/2015	2015-12-05	5/8/11/12/13/13-Dec	2015	"Reginald Smith Jr(bar, narrator)"	"Dec 5 Conoco, Dec 8 Sewell Automotive"	Houston	Pops	"Weber, Betsy"	15-16	HSO	***
Handel - Messiah 2015-12-12	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Plante, Antoine"	False	0	0	551	0	509	2010	12/12/2015	2015-12-12	12-Dec	2015	"Lauren Snouffer(s), John Holiday(ct), Nicholas Phan(t), Michael Sumel(b),"	"No cuts, at Wortham. Lauren Snauffer is great (heard her in HMC Messiah)"	Houston	Classical	"Weber, Betsy"	15-16	Mercury Houston	
Handel - Messiah 2015-12-17	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Kraemer, Nicholas "	True	5	5	557	5	514	2010	12/17/2015	2015-12-17	17/18/19/20/20-Dec	2015	"Shannon Mercer(s), Jennifer Rivera(ms), Matthew Plenk(t), Jonathan Lasch(bar)"	"Dec 17 Sugar Land Baptist, , Dec 20 First Methodist"	Houston	Classical	"Weber, Betsy"	15-16	HSO	*****
Bernstein - Chichester Psalms 2016-03-18	Bernstein	Leonard	"Bernstein, Leonard"	Chichester Psalms	"Orozco-Estrada, AndrÇs"	True	3	3	560	3	517	2010	3/18/2016	2016-03-18	18/19/20-Mar	2016	"Dennis Xu(boy sop), Anna Diemer(s), Elizabeth Chrisman(ms), Sean Jackson(t), Michael Kessler(bar)"	Solo quartet from chorus	Houston	Classical	"Weber, Betsy"	15-16	HSO	*****
"Beethoven - Symphony #9, ""Choral"" 2016-03-18"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Orozco-Estrada, AndrÇs"	True	3	0	560	0	517	2010	3/18/2016	2016-03-18	18/19/20-Mar	2016	"Joyce El-Khoury(s), Kelley OConnor(ms), Gordon Gietz(t), Peixin Chen(b)"		Houston	Classical	"Weber, Betsy"	15-16	HSO	*****
FaurÇ - Requiem 2016-04-28	FaurÇ	Gabriel    	"FaurÇ, Gabriel"	Requiem	"Zinman, David"	True	3	3	564	3	520	2010	4/28/2016	2016-04-28	"28/30-Apr, 1-May"	2016	"Kiera Duffy(s), Stephen Powell(bar)"		Houston	Classical	"Weber, Betsy"	15-16	HSO	*****
"Beethoven - Symphony #9, ""Choral"" 2016-05-14"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Plante, Antoine"	True	1	1	565	0	520	2010	5/14/2016	2016-05-14	14-May	2016	"Mary Wilson(s), Sarah Mesko(ms), Zachary Wilder(t), Tyler Duncan(bar)"		Houston	Classical	"Weber, Betsy"	15-16	Mercury Houston	*
Various - Movements from Great Masses 2014-10-26	Various		Various	Movements from Great Masses	"Jaber, Tom"	True	1	1	523	0	486	2010	10/26/2014	2014-10-26	26-Oct	2014	"Meghan Kasanders(s), Paula Blackmon(ms), Jack Swanson(t), Thomas Glass(bar),  Andrea Jaber(ms), Errin Hatter(s), Daryl Robinson(organ)"	"Mostly Bach, small (6)  instrumental ensemble plus piano and organ"	South Main Baptist	Classical	"Jaber, Tom"	14-15	HMC	**
Shaw - Many Moods of Christmas 2014-12-15	Shaw	Robert	"Shaw, Robert"	Many Moods of Christmas	"Jaber, Tom"	True	1	1	532	0	494	2010	12/15/2014	2014-12-15	15-Dec	2014	"Rachel Chao Tsai(piano), Monica Czausz(organ), Richard Brown, Michael Stubbart & Lindsey Hoehn(percussion)"	All four Shaw Christmas settings	Co-Cathedral	Pops	"Jaber, Tom"	14-15	HMC	**
DuruflÇ - Requiem 2015-03-27	DuruflÇ	Maurice	"DuruflÇ, Maurice"	Requiem	"Jaber, Tom"	True	1	1	540	0	501	2010	3/27/2015	2015-03-27	27-Mar	2015	Kenneth Cowan(organ)	Also small works by Franck and DuruflÇ	First Presbyterian	Classical	"Jaber, Tom"	14-15	HMC	***
"Mahler - Symphony #2, ""Resurrection"" 2015-05-09"	Mahler	Gustav	"Mahler, Gustav"	"Symphony #2, ""Resurrection"""	"Lebel, Libi"	True	1	1	541	0	501	2010	5/9/2015	2015-05-09	09-May	2015	"Nicole Franklin(s), Andrea Jaber(ms)"	Texas Medical Center Orchestra	Wortham	Classical	"Jaber, Tom"	14-15	HMC	****
"Various - 9-11-01 In Memorium, Concert of Hope 2015-09-11"	Various		Various	"9-11-01 In Memorium, Concert of Hope"	"Jaber, Tom"	True	1	1	543	0	501	2010	9/11/2015	2015-09-11	11-Sept	2015	"Jack Swanson, Katherine Kyle James, Andrea Jaber, Mark Swindler. Samuel Schultz, Reggie Smith, Tricia Elliott, Barbara Johnson Tucker"	With Rice Chorale	Rice	Classical	"Jaber, Tom"	15-16	HMC	***
Handel - Messiah 2015-12-14	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Jaber, Tom"	True	1	1	552	0	509	2010	12/14/2015	2015-12-14	14-Dec	2015	"Lauren Snouffer(s), Andrea Jaber(ms), Christopher Bozeka(t), Mark  Diamond(bar)"	"Sing-along.  Soloists good, especially Snouffer. Chamber orchestra."	Co-Cathedral	Classical	"Jaber, Tom"	15-16	HMC	***
Mozart - Requiem 2016-03-21	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Jaber, Tom"	True	1	1	561	0	517	2010	3/21/2016	2016-03-21	21-Mar	2016	"Joanna Latini(s), Anne-Marie Stanley(ms), Jack Swanson(t), Michael Hewitt(bar)"	With Rice Chorale and Chamber Orchestra.	Rice	Classical	"Jaber, Tom"	15-16	HMC	***
Various - Pre-Italy Tour Concert 2016-05-15	Various		Various	Pre-Italy Tour Concert	"Hella Johnson, Craig"	True	3	3	568	0	520	2010	5/15/2016	2016-05-15	"15/22-May, 4-JUn"	2016		"May concerts conducted by Jaber, HMC only. June by Hella Johnson, entire Festival Chorus"	"St. Johns Presbyeterian (Meyerland), First United Methodist (Conroe), St. Johns United Methodist (Austin) "	Classical	"Jaber, Tom"	15-16	HMC	**
Various - Concert in Sorrento 2016-06-25	Various		Various	Concert in Sorrento	"Jaber, Tom"	True	1	1	569	0	520	2010	6/25/2016	2016-06-25	25-Jun	2016		HMC concert in Sorrento	Sorrento Cathedral	Classical	"Jaber, Tom"	15-16	HMC	***
Various - Vatican Mass 2016-07-01	Various		Various	Vatican Mass	"Hella Johnson, Craig"	True	1	1	570	0	520	2010	7/1/2016	2016-07-01	1-Jul	2016		"Mass in Vatican, Festival Chorus (8 choruses from US, Britain, Australia)"	St. Peters Basilica	Classical	"Jaber, Tom"	15-16	HMC	***
Various - Festval Gala Concert 2016-07-02	Various		Various	Festval Gala Concert	"Hella Johnson, Craig"	True	1	1	571	0	520	2010	7/2/2016	2016-07-02	2-Jul	2016		Festival Chorus in Rome	Basilica di Santa Maria degli Angeli	Classical	"Jaber, Tom"	15-16	HMC	***
FaurÇ - FaurÇ Requiem 2016-09-11	FaurÇ	Gabriel    	"FaurÇ, Gabriel"	FaurÇ Requiem	"Jaber, Tom"	False	0	0	571	0	520	2010	9/11/2016	2016-09-11	11-Sep	2016	"Mark Diamond(bar), Georgia Belmont(s)"		Rice	Classical	"Jaber, Tom"	16-17	HMC	
Krueger - Reformation Evening Prayer 2016-11-06	Krueger	John	"Krueger, John"	Reformation Evening Prayer	"Moore, Edgar"	True	1	1	572	0	520	2010	11/6/2016	2016-11-06	6-Nov	2016		"Evening Service at Christ the Servant Lutheran, Sons of Orpheus did Kruegers Einfeste Burg Variations"	Christ the Servant Lutheran	Classical	"Moore, Edgar"	16-17	SoO	*
"Beethoven - Symphony #9, ""Choral"" 2016-11-13"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Webster, Michael"	True	1	1	573	0	520	2010	11/13/2016	2016-11-13	13-Nov	2016	"Michael Hewitt(b), Joseph Leppek(t), Ann Marie Stanley(ms), Jennifer McKay(s)"	Houston Youth Symphony (high school)	Rice	Classical	"Jaber, Tom"	16-17	HMC	****
Various - Pipe Organ Extravaganza 2016-12-03	Various		Various	Pipe Organ Extravaganza	"Moore, Edgar"	True	1	1	574	0	520	2010	12/3/2016	2016-12-03	3-Dec	2016		"Several works, including Kruegers Einfeste Burg Variations. Paid gig."	"Trinity Episcopal, Galveston"	Classical	"Moore, Edgar"	16-17	SoO	***
Handel - Messiah 2016-12-19	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Jaber, Tom"	True	1	1	575	0	520	2010	12/19/2016	2016-12-19	19-Dec	2016	"Brian Anderson(organ), Jennifer McKay(s), Anne Marie Stanley(ms), Duke Kim(t), Benjamin Schaefer(bar)"	Excellent soprano ornamentation.  Christmas Carols interspersed.	Rice	Classical	"Jaber, Tom"	16-17	HMC	***
Various - Houston Sings All-State 2017-01-16	Various		Various	Houston Sings All-State	"Jaber, Tom"	True	1	1	576	0	520	2010	1/16/2017	2017-01-16	16-Jan	2017		High School choristers mixed in with HMC	Grace Presbyterian	Classical	"Jaber, Tom"	16-17	HMC	****
Orff - Carmina Burana 2017-05-15	Orff	Carl	"Orff, Carl"	Carmina Burana	"Jaber, Tom"	True	1	1	577	0	520	2010	5/15/2017	2017-05-15	15-May	2017	"Yi-Chiu Rachel Chao(p), Madison Leonard(s), Jack Swanson(t), Mark Diamond(Bar)"	Percussion ensemble	Rice	Classical	"Jaber, Tom"	16-17	HMC	***
Verdi - Requiem 2017-06-17	Verdi	Giuseppe	"Verdi, Giuseppe"	Requiem	"Lerner, Linus"	True	1	1	578	0	520	2010	6/17/2017	2017-06-17	17-Jun	2017	"Tiffany Abban(s), Ellie Shattles(ms), William Davenport(t), Kelly Markgraf(bar)"	Texas Festival Orchestra (young people)	Roundtop	Classical	"Jaber, Tom"	16-17	HMC	***
Various - Among Angels 2017-10-22	Various		Various	Among Angels	"Marotto, Mark"	True	1	1	579	0	520	2010	10/22/2017	2017-10-22	22-Oct	2017	Various		All Saints	Classical	"Marotto, Mark"	17-18	Cecilia	****
Poulenc - Gloria 2017-11-12	Poulenc	Francis    	"Poulenc, Francis"	Gloria	"Jaber, Tom"	True	1	1	580	0	520	2010	11/12/2017	2017-11-12	12-Nov	2017	"Rachel Chao(p), Sarah Vautour(s)"	Also Vaughan Williams Five Mystical Songs	Rice	Classical	"Jaber, Tom"	17-18	HMC	**
Poulenc - Gloria 2017-11-28	Poulenc	Francis    	"Poulenc, Francis"	Gloria	"Jaber, Tom"	True	1	1	581	0	520	2010	11/28/2017	2017-11-28	28-Nov	2017	Andrea Trusty(s)	"Texas Medical Center Orchestra, also carols and Messiah choruses"	Co-Cathedral	Classical	"Jaber, Tom"	17-18	HMC	***
Various - Lessons and Carols 2017-12-05	Various		Various	Lessons and Carols	"Marotto, Mark"	True	1	1	582	0	520	2010	12/5/2017	2017-12-05	5-Dec	2017	Hangfong Au(p)		Prince of Peace (Tomball)	Pops	"Morotto, Mark"	17-18	Cecilia	***
Various - Christmas by Candlelight 2017-12-112	Various		Various	Christmas by Candlelight	"Marotto, Mark"	True	1	1	583	0	520	2010	12/12/2017	2017-12-112	12-Dec	2017	"Hangfong Au(p), Josh Green(bar)"		Christ the King	Pops	"Morotto, Mark"	17-18	Cecilia	****
Various - Evening with Houston Cecilia Chamber Choir 2018-02-24	Various		Various	Evening with Houston Cecilia Chamber Choir	"Marotto, Mark"	True	1	1	584	0	520	2010	2/24/2018	2018-02-24	24-Feb	2018	"Marshall Davies(keyboard), Jennifer White(drums), Hangfoong Au(p), Josh Green, Morgana Odi, Cameron Self, Helen Hughes, Jennifer White, Jenny Normand, John Krueger, Leanne Mercier-Tardiff, Danielle Stadick"	"Jazz and showtunes, food, drink and dancing"	Arthur Murrey Dance Studio	Pops 	"Marotto, Mark"	17-18	Cecilia	****
Various - Tom Jaber and Friends 2018-04-05	Various		Various	Tom Jaber and Friends	"Jaber, Tom"	True	1	1	585	0	520	2010	4/5/2018	2018-04-05	5-Apr	2018	"Various, Rachel Chao Tsai(p)"	Couple Elijah choruses and Road Home	Rice	Classical	"Jaber, Tom"	17-18	HMC	**
Castelnuovo-Tedesco - Romancero Gitano 2018-04-14	Castelnuovo-Tedesco	Mario	"Castelnuovo-Tedesco, Mario"	Romancero Gitano	"Marotto, Mark"	True	1	1	586	0	520	2010	4/14/2018	2018-04-14	14-Apr	2018	Alejandro Montiel(guitar)	Sponsored by Guitar Houston	Emerson Unitarian	Classical	"Marotto, Mark"	17-18	Cecilia	*****
Mendelssohn - Elijah 2018-04-22	Mendelssohn	Felix    	"Mendelssohn, Felix"	Elijah	"Jaber, Tom"	True	1	1	587	0	520	2010	4/22/2018	2018-04-22	22-Apr	2018	"Mark Diamond(bar), Sarah Vautour(s), Andrea Jaber(ms), Erin Theodorakis(ms), Duke Kim(t), Katherine Mathls(s), Bryan Anderson(organ)"		St. Paul Methodist	Classical	"Jaber, Tom"	17-18	HMC	*****
Various - Faith and Freedom 2018-09-09	Various		Various	Faith and Freedom	"Jaber, Tom"	True	1	1	588	0	520	2010	9/9/2018	2018-09-09	9-Sep	2018	Chamber Orchestra		St. Anne Catholic	Pops	"Jaber, Tom"	18-19	HMC	**
Various - Ilumina 2018-10-28	Various		Various	Ilumina	"Ramos, Gonzalo"	True	1	1	589	0	520	2010	10/28/2018	2018-10-28	28-Oct	2018	"Hangfong Au(p), Trung Le Trinh(v)"	Multti-cultural	All Saints Catholic	Classical	"Ramos, Gonzalo"	18-19	Cecilia	****
Various - Christmans Brass and Harp 2018-12-01	Various		Various	Christmans Brass and Harp	"Jaber, Tom"	True	1	1	590	0	520	2010	12/1/2018	2018-12-01	1-Dec	2018	"Lauren Hurlay(s), Andrea Trusty(s), Katherine Mathis(s), Paula Blackman(ms)< Bryan Anderson(o)"	"Pinkham Christmas Cantata, Britten Ceremony of Carols,  Rutter Gloria"	South Main Baptist	Classical	"Jaber, Tom"	18-19	HMC	***
Various - Lessons and Carols 2018-12-06	Various		Various	Lessons and Carols	"Ramos, Gonzalo"	True	1	1	591	0	520	2010	12/6/2018	2018-12-06	6-Dec	2018			Prince of Peace (Tomball)	Pops	"Ramos, Gonzalo"	18-19	Cecilia	***
Various - Twas the Night Before Christmas 2018-12-15	Various		Various	Twas the Night Before Christmas	"Ramos, Gonzalo"	True	1	1	592	0	520	2010	12/15/2018	2018-12-15	15-Dec	2018			Grace Presbyterian	Pops	"Ramos, Gonzalo"	18-19	Cecilia	***
Various - Brahms and other Classics 2019-02-23	Various		Various	Brahms and other Classics	"Jaber, Tom"	True	1	1	594	0	520	2010	2/23/2019	2019-02-23	23-Feb	2019	"Olivia Spencer(s), Chamber Orchestra, Bryan Anderson(p,o)"	"Mozart Regina Coeli,  Laudate Dominum,  Brahms Schicksalslied, Zigeurnerlieder, Randall Thompson The Road Not Taken, Choose Something Like a Star, Alleluia. Dawson Soon Ah Will Be Done"	First Methodist	Classical	"Jaber, Tom"	18-19	HMC	***
Various - All You Need is Love 2019-02-23	Various		Various	All You Need is Love	"Ramos, Gonzalo"	True	1	1	594	0	520	2010	2/23/2019	2019-02-23	23-Feb	2019		"Brahms concert at 4:00, Cecilia at 7:00."	Arthur Murrey Dance Studio	Pops	"Ramos, Gonzalo"	18-19	Cecilia	***
Rutter - Requiem 2019-04-15	Rutter	John	"Rutter, John"	Requiem	"Jaber, Tom"	True	1	1	595	0	520	2010	4/15/2019	2019-04-15	15-Apr	2019	"Bryan Anderson(o), Camille Jasensky(s)"		Grace Presbyterian	Classical	"Jaber, Tom"	18-19	HMC	***
Various - Poulenc and Rutter 2019-04-28	Various		Various	Poulenc and Rutter	"Jaber, Tom"	True	1	1	596	0	520	2010	4/28/2019	2019-04-28	28-Apr	2019	"Andrea Trusty(s), Camille Jasensky(s)"	"Poulenc Gloria, FaurÇ Cantiqu de Jean Racine, Thompson Choose Something Like a Star, Rutter Requiem"	Chapelwood United Methodist	Classical	"Jaber, Tom"	18-19	HMC	***
Various - Serenade to Music 2019-05-16	Various		Various	Serenade to Music	"Ramos, Gonzalo"	True	1	1	597	0	520	2010	5/16/2019	2019-05-16	16-May	2019	Trung Trinh	"Works by Vaughan Williams, Whitacre, Lauridsen, Esenvalds, Houkom, Warland"	First Evangelical Lutheran	Pops	"Ramos, Gonzalo"	18-19	Cecilia	***
Various - Poulenc and Rutter 2019-05-17	Various		Various	Poulenc and Rutter	"Jaber, Tom"	False	0	0	597	0	520	2010	5/17/2019	2019-05-17	17-May	2019	"Andrea Trusty(s), Camille Jasensky(s)"	"Poulenc Gloria, FaurÇ Cantiqu de Jean Racine, Thompson Choose Something Like a Star, Rutter Requiem"	Amary Queen Catholic	Classical	"Jaber, Tom"	18-19	HMC	***
Various - Poulenc and Rutter 2019-05-31	Various		Various	Poulenc and Rutter	"Jaber, Tom"	True	1	1	598	0	520	2010	5/31/2019	2019-05-31	31-May	2019	"Andrea Trusty(s), Camille Jasensky(s)"	"Poulenc Gloria, FaurÇ Cantiqu de Jean Racine, Thompson Choose Something Like a Star, Rutter Requiem"	Prince of Peace (Tomball)	Classical	"Jaber, Tom"	18-19	HMC	***
Rutter - Requiem 2019-06-10	Rutter	John	"Rutter, John"	Requiem	"Jaber, Tom and Sharlow, David"	True	1	1	599	0	520	2010	6/10/2019	2019-06-10	10-Jun	2019		"Carnegie Hall, New York City, joined by Missouri Choir"	Carnegie Hall	Classical	"Jaber, Tom"	18-19	HMC	****
Schubert - Mass in G 2019-09-08	Schubert	Franz	"Schubert, Franz"	Mass in G	"Jaber, Tom"	True	1	1	600	0	520	2010	9/8/2019	2019-09-08	8-Sep	2019	"Kelly Brueggten(s), Mark Thomas(t), Alan Saldana Silva(bar)"	"Resound! and St. Anne Choir, Schubert Mass performed out of order as part of service"	St. Anne Catholic	Classical	"Jaber, Tom"	19-20	Resound!	***
Schubert - Mass in G 2019-09-11	Schubert	Franz	"Schubert, Franz"	Mass in G	"Jaber, Tom"	True	1	1	601	0	520	2010	9/11/2019	2019-09-11	11-Sep	2019	"Georgia Belmont(s), Joshua Berg(t), Robin Rice(bar)"	Resound! And Rice Chorale plus members of Grace and St. Anne	Rice	Classical	"Jaber, Tom"	19-20	Resound!	*****
Goodall - Eternal Light 2019-10-20	Goodall	Howard	"Goodall, Howard"	Eternal Light	"Ramos, Gonzalo"	True	1	1	602	0	520	2010	10/20/2019	2019-10-20	20-Oct	2019	"Sarah Dorion(s), Mike Maness(bar), Adrian Fuerte-Hall(t), Emily Havens(s), Yukiko Iwata(s), Chuck Canfield(t), Steven Shipman(t), Donn Dubois(guitar), Alan Iglesias(oboe), Robert Juhasz(cello), Trung Trinh(violin)"	"Also Bleibet Hier (Taize), Bogoroditse Divo (Rachmaninoff), O Magnum Mysterium (Poulenc), O Nome Glorioso (Ramos)"	All Saints Catholic	Classical	"Ramos, Gonzalo"	19-20	Cecilia	***
Handel - Messiah 2019-11-17	Handel	George Friedrich	"Handel, George Friedrich"	Messiah	"Jaber, Andrea"	True	1	1	603	0	520	2010	11/17/2019	2019-11-17	17-Nov	2019	Tom Jaber (organ)	"The entire work with Rice Chorale, He Trusted in God semi-chorus with big cut.  Trumpet Shall Sound Part A only (thank goodness). Let Us Break big mess."	Rice	Classical	"Jaber, Tom"	19-20	Rice Chorale	**
Handel - Messiah 2019-11-18	Handel	George Friedrich	"Handel, George Friedrich"	Messiah	"Miller, Todd"	True	1	1	604	0	520	2010	11/18/2019	2019-11-18	18-Nov	2019	"Mark Thomas(t), Alan Soldana-Silva(bar), Andrea Jaber(ms), Kelly Brueggen(s), Christine Oaks(ms), "	"String quintet, brilliant improvisational continuo on piano by Jaber, audience invited to sing along and a few did. Joined by Kingwood Baptist and St. Anne choirs, total approximately 150."	St. Anne Catholic	Classical	"Jaber, Tom"	19-20	St. Anne Catholic	***
Handel - Messiah 2019-11-23	Handel	George Friedrich	"Handel, George Friedrich"	Messiah	"Miller, Todd"	True	1	1	605	0	520	2010	11/23/2019	2019-11-23	23-Nov	2019	"Blair Doerge(s), Ashley Duplechien(ms), Menjamin Boskoff(t), Ben LeCLair(b)"	"Full chamber orchestra, excellent trumpet"	Kingwood First Baptist	Classical	"Jaber, Tom"	19-20	Kingwood First Baptist	***
Various - Lessons and Carols 2019-12-05	Various		Various	Lessons and Carols	"Ramos, Gonzalo"	True	1	1	606		520		12/5/2019	2019-12-05	5-Dec	2019			Prince of Peace (Tomball)	Pop	"Ramos, Gonzalo"	19-20	Cecilia	**
Various - Joy of Christmas 2019-12-14	Various		Various	Joy of Christmas	"Ramos, Gonzalo"	True	1	1	607		520		12/14/2019	2019-12-14	14-Dec	2019			Grace Presbyterian	Pop	"Ramos, Gonzalo"	19-20	Cecilia	**
Various - Country Club End Year Party 2019-12-18	Various		Various	Country Club End Year Party	"Ramos, Gonzalo"	True	1	1	608		520		12/18/2019	2019-12-18	18-Dec	2019			Black Hawk Country Club	Pop	"Ramos, Gonzalo"	19-20	Cecilia	**
Mozart - Requiem 2021-09-11	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Jaber, Tom"	True	2	2	610	0	520	2020	9/11/2021	2021-09-11	11/12-Sep	2021	"Kanisha Feliciano(s), Jiillian Krempasky(ms), Joshua Berg(t),a Dylan Gregg(b)"	"String quartet plus bass and organ. Resound, St. Anne, and Kingwood Chorale, directed by Todd Miller. Solo quartet very good."	"St. Anne Catholic, Kingwood Presbyterian"	Classical	"Jaber, Tom"	21-22	"St. Anne, Kingwood"	****
Gjeilo - Sunrise Mass 2021-10-17	Gjeilo	Ola	"Gjeilo, Ola"	Sunrise Mass	"Ramos, Gonzalo"	True	1	1	611	0	520	2020	10/17/2021	2021-10-17	17-Oct	2021		"10 string players, also sang Arcadelt Ave Maria "	All Saints Catholic	Classical	"Ramos, Gonzalo"	21-22	Cecilia	****
Various - Lessons and Carols 2021-12-10	Various		Various	Lessons and Carols	"Ramos, Gonzalo"	True	1	1	612	0	520	2020	12/10/2021	2021-12-10	10-Dec	2021	Readings shorter than at Prince of Peace.		St. Ambrose Catholic	Pop	"Ramos, Gonzalo"	21-22	Cecilia	**
Handel - Messiah 2021-12-16	Handel	George Friedrich	"Handel, George Friedrich"	Messiah	"McDougal, BJ"	True	2	2	614	0	520	2020	12/16/2021	2021-12-16	16/17-Dec	2021	"Danica Dawn Johnston(s), Anne Marie Stanley(ms), Michael McDougal(t), John Arnold(b)"	"Missed third 12/18 Concert because of Cecilia concert, 19 instrument orchestra, food before and after"	Christ Evangelical Presbyterian	Classical	"McDougal, BJ"	21-22	CEPC	***
Various - Christmas Bells Are Ringing 2021-12-18	Various		Various	Christmas Bells Are Ringing	"Ramos, Gonzalo"	True	1	1	615	0	520	2020	12/18/2021	2021-12-18	18-Dec	2021			Grace Presbyterian	Pop	"Ramos, Gonzalo"	21-22	Cecilia	***
Stravinsky - Symphony of Psalms 2022-03-27	Stravinsky		Stravinsky	Symphony of Psalms	"Ramos, Gonzalo"	True	1	1	616	0	520	2020	3/27/2022	2022-03-27	27-Mar	2022			St. Anne	Classical	"Ramos, Gonzalo"	21-22	Cecilia	**
Various - Pray for Peace 2022-04-02	Various		Various	Pray for Peace	"Clarke, Kevin"	True	1	1	617	0	520	2020	4/2/2022	2022-04-02	2-Apr	2022		Early Music	Lady Walsingham Cathedral	Classical		21-22	Piping Rock	****
Rutter - Requiem 2022-04-05	Rutter		Rutter	Requiem	"Jaber, Andrea"	True	2	2	619	0	520	2020	4/5/2022	2022-04-05	5/10-Apr	2022			"St. Anne, St. Johns Presbyeterian (Meyerland)"	Classical	"Jaber, Tom"	21-22	Resound!	****
